date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:48:05	754/754	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2011:24:11%20GMT	https://coredgex.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min9a21.js?ver=1.7.7.2	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min9a219a21.js	(from https://coredgex.com/)
01:48:06	2570/2570	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/fonts/massive-crypto.eot	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/fonts/massive-crypto.eot	(from https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/css/stylec245.css?ver=1.8.1)
01:48:06	2570/2570	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/fonts/massive-cryptod41d.eot?	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/fonts/massive-cryptod41dd41d.eot	(from https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/css/stylec245.css?ver=1.8.1)
01:48:06	1752/1752	---M--	200	added ('OK')	font/woff	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/fonts/massive-crypto.woff	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/fonts/massive-crypto.woff	(from https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/css/stylec245.css?ver=1.8.1)
01:48:07	2380/2380	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/fonts/massive-crypto.ttf	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/fonts/massive-crypto.ttf	(from https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/css/stylec245.css?ver=1.8.1)
01:48:07	3322/3322	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/fonts/massive-crypto.svg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/fonts/massive-crypto.svg	(from https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/css/stylec245.css?ver=1.8.1)
01:48:08	128790/128790	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Sep%202023%2014:29:11%20GMT	https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/images/sort_asc_disabled.html	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/images/sort_asc_disabled.html	(from https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/css/datatable-stylec245.css?ver=1.8.1)
01:48:08	128703/128703	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Sep%202023%2014:29:11%20GMT	https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/images/sort_desc_disabled.html	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/images/sort_desc_disabled.html	(from https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/css/datatable-stylec245.css?ver=1.8.1)
01:48:08	700/700	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/img/dual-ring-loader.svg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/img/dual-ring-loader.svg	(from https://coredgex.com/wp-content/plugins/cryptocurrency-widgets-pack/assets/public/css/datatable-stylec245.css?ver=1.8.1)
01:48:10	211640/211640	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.eot?5.16.0	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons10751075.eot	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css?ver=5.16.0)
01:48:10	93372/93372	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff2?5.16.0	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons10751075.woff2	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css?ver=5.16.0)
01:48:13	114280/114280	---M--	200	added ('OK')	font/woff	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff?5.16.0	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons10751075.woff	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css?ver=5.16.0)
01:48:13	211480/211480	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.ttf?5.16.0	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons10751075.ttf	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css?ver=5.16.0)
01:48:13	318907/318907	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.svg?5.16.0	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons10751075.svg	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css?ver=5.16.0)
01:48:14	119425/119425	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202023%2012:24:10%20GMT	https://coredgex.com/wp-content/uploads/2022/11/grandexchanges.jpg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/2022/11/grandexchanges.jpg	(from https://coredgex.com/wp-content/uploads/elementor/css/post-67c69.css?ver=1668444941)
01:48:15	100207/100207	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202023%2012:24:10%20GMT	https://coredgex.com/wp-content/uploads/2022/11/bg-03-free-img.jpg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/2022/11/bg-03-free-img.jpg	(from https://coredgex.com/wp-content/uploads/elementor/css/post-67c69.css?ver=1668444941)
01:48:16	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
01:48:16	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot?	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41dd41d.eot	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
01:48:16	78196/78196	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
01:48:16	202744/202744	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
01:48:16	101652/101652	---M--	200	added ('OK')	font/woff	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
01:48:17	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css?ver=5.15.3)
01:48:17	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot?	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41dd41d.eot	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css?ver=5.15.3)
01:48:17	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3)
01:48:17	13276/13276	---M--	200	added ('OK')	font/woff2	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css?ver=5.15.3)
01:48:18	16276/16276	---M--	200	added ('OK')	font/woff	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css?ver=5.15.3)
01:48:18	33736/33736	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css?ver=5.15.3)
01:48:18	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://coredgex.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css?ver=5.15.3)
01:48:19	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Mar%202024%2000:48:19%20GMT	https://coredgex.com/feed/index.php	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/feed/index.php	(from https://coredgex.com/about.php)
01:48:19	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Mar%202024%2000:48:19%20GMT	https://coredgex.com/comments/feed/index.php	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/comments/feed/index.php	(from https://coredgex.com/about.php)
01:48:19	252249/252249	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202023%2012:24:10%20GMT	https://coredgex.com/wp-content/uploads/2022/10/dormant-rerfunds.jpg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/2022/10/dormant-rerfunds.jpg	(from https://coredgex.com/about.php)
01:48:19	9541/9541	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Apr%202023%2012:24:10%20GMT	https://coredgex.com/wp-content/uploads/elementor/css/post-7459f.css?ver=1667768218	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/elementor/css/post-7459f459f.css	(from https://coredgex.com/about.php)
01:48:20	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Mar%202024%2000:48:20%20GMT	https://coredgex.com/wp-json/index.php	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/index.php	(from https://coredgex.com/about.php)
01:48:20	23756/23756	---M-Z	200	added ('OK')	application/json	date:Mon,%2004%20Sep%202023%2014:28:40%20GMT	https://coredgex.com/wp-json/wp/v2/pages/7.json	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/wp/v2/pages/7.json	(from https://coredgex.com/about.php)
01:48:20	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Mar%202024%2000:48:20%20GMT	https://coredgex.com/indexc4f7.html?p=7	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/indexc4f7c4f7.html	(from https://coredgex.com/about.php)
01:48:21	2395/2395	---M-Z	200	added ('OK')	application/json	date:Mon,%2004%20Sep%202023%2014:28:41%20GMT	https://coredgex.com/wp-json/oembed/1.0/embeda2f7.json?url=https%3A%2F%2Fhttp://coredgex.com%2Fabout%2F	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/oembed/1.0/embeda2f7cc1e.json	(from https://coredgex.com/about.php)
01:48:21	2769/2769	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Sep%202023%2014:28:42%20GMT	https://coredgex.com/wp-json/oembed/1.0/embed43f6?url=https%3A%2F%2Fhttp://coredgex.com%2Fabout%2F&format=xml	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/oembed/1.0/embed43f6cc22.html	(from https://coredgex.com/about.php)
01:48:22	211640/211640	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Mar%202024%2000:48:21%20GMT	https://coredgex.com/index.php	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/index-3.html	(from https://coredgex.com/about.php)
01:48:22	93535/93535	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202023%2012:24:10%20GMT	https://coredgex.com/wp-content/uploads/2022/10/dormant-rerfunds-1024x693.jpg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/2022/10/dormant-rerfunds-1024x693.jpg	(from https://coredgex.com/about.php)
01:48:23	1801/1801	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js?ver=0.2.1	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min39583958.js	(from https://coredgex.com/about.php)
01:48:23	85175/85175	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202023%2012:24:10%20GMT	https://coredgex.com/wp-content/uploads/2022/10/dormant-rerfunds-3-1024x693.jpg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/2022/10/dormant-rerfunds-3-1024x693.jpg	(from https://coredgex.com/about.php)
01:48:23	15215/15215	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Apr%202023%2012:24:10%20GMT	https://coredgex.com/wp-content/uploads/elementor/css/post-6877ad8.css?ver=1667640017	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/elementor/css/post-6877ad87ad8.css	(from https://coredgex.com/services.php)
01:48:23	27691/27691	---M-Z	200	added ('OK')	application/json	date:Mon,%2004%20Sep%202023%2014:28:47%20GMT	https://coredgex.com/wp-json/wp/v2/pages/687.json	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/wp/v2/pages/687.json	(from https://coredgex.com/services.php)
01:48:23	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Mar%202024%2000:48:23%20GMT	https://coredgex.com/indexcbf7.html?p=687	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/indexcbf7cbf7.html	(from https://coredgex.com/services.php)
01:48:24	2410/2410	---M-Z	200	added ('OK')	application/json	date:Mon,%2004%20Sep%202023%2014:28:48%20GMT	https://coredgex.com/wp-json/oembed/1.0/embedf90c.json?url=https%3A%2F%2Fhttp://coredgex.com%2Fservices%2F	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/oembed/1.0/embedf90cfb77.json	(from https://coredgex.com/services.php)
01:48:24	2784/2784	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Sep%202023%2014:28:49%20GMT	https://coredgex.com/wp-json/oembed/1.0/embed649f?url=https%3A%2F%2Fhttp://coredgex.com%2Fservices%2F&format=xml	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/oembed/1.0/embed649f5207.html	(from https://coredgex.com/services.php)
01:48:24	27246/27246	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202023%2021:00:31%20GMT	https://coredgex.com/wp-content/uploads/elementor/thumbs/real-11-q4m4uxjt90w2ptkctk7o1znencj2n9j5fsf6ft6640.jpg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/elementor/thumbs/real-11-q4m4uxjt90w2ptkctk7o1znencj2n9j5fsf6ft6640.jpg	(from https://coredgex.com/services.php)
01:48:25	66302/66302	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202023%2021:00:31%20GMT	https://coredgex.com/wp-content/uploads/elementor/thumbs/real-10-q4m4uxjt90w2ptkctk7o1znencj2n9j5fsf6ft6640.jpg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/elementor/thumbs/real-10-q4m4uxjt90w2ptkctk7o1znencj2n9j5fsf6ft6640.jpg	(from https://coredgex.com/services.php)
01:48:25	98280/98280	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202023%2021:00:31%20GMT	https://coredgex.com/wp-content/uploads/elementor/thumbs/real-13-q4m4uxjt90w2ptkctk7o1znencj2n9j5fsf6ft6640.jpg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/elementor/thumbs/real-13-q4m4uxjt90w2ptkctk7o1znencj2n9j5fsf6ft6640.jpg	(from https://coredgex.com/services.php)
01:48:26	11775/11775	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://coredgex.com/services.php)
01:48:26	3457/3457	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Apr%202023%2012:24:10%20GMT	https://coredgex.com/wp-content/uploads/elementor/css/post-101da9.css?ver=1667815615	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/elementor/css/post-101da91da9.css	(from https://coredgex.com/faq.php)
01:48:26	15492/15492	---M-Z	200	added ('OK')	application/json	date:Mon,%2004%20Sep%202023%2014:28:55%20GMT	https://coredgex.com/wp-json/wp/v2/pages/10.json	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/wp/v2/pages/10.json	(from https://coredgex.com/faq.php)
01:48:27	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Mar%202024%2000:48:27%20GMT	https://coredgex.com/index64b4.html?p=10	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/index64b464b4.html	(from https://coredgex.com/faq.php)
01:48:27	2385/2385	---M-Z	200	added ('OK')	application/json	date:Mon,%2004%20Sep%202023%2014:28:56%20GMT	https://coredgex.com/wp-json/oembed/1.0/embed5fc4.json?url=https%3A%2F%2Fhttp://coredgex.com%2Ffaq%2F	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/oembed/1.0/embed5fc4ba39.json	(from https://coredgex.com/faq.php)
01:48:27	2759/2759	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Sep%202023%2014:28:57%20GMT	https://coredgex.com/wp-json/oembed/1.0/embedbc94?url=https%3A%2F%2Fhttp://coredgex.com%2Ffaq%2F&format=xml	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/oembed/1.0/embedbc944d7b.html	(from https://coredgex.com/faq.php)
01:48:28	4957/4957	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2011:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js	(from https://coredgex.com/faq.php)
01:48:28	32947/32947	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2011:24:11%20GMT	https://coredgex.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js	(from https://coredgex.com/faq.php)
01:48:29	5710/5710	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Apr%202023%2012:24:10%20GMT	https://coredgex.com/wp-content/uploads/elementor/css/post-11e0ba.css?ver=1667640019	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/uploads/elementor/css/post-11e0bae0ba.css	(from https://coredgex.com/contact.php)
01:48:29	159722/159722	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Sep%202023%2005:29:31%20GMT	https://coredgex.com/images/cert.jpg	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/images/cert.jpg	(from https://coredgex.com/cert.php)
01:48:29	22830/22830	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min9a21.css?ver=1.7.7.2	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min9a219a21.css	(from https://coredgex.com/contact.php)
01:48:29	16511/16511	---M-Z	200	added ('OK')	application/json	date:Mon,%2004%20Sep%202023%2014:29:01%20GMT	https://coredgex.com/wp-json/wp/v2/pages/11.json	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/wp/v2/pages/11.json	(from https://coredgex.com/contact.php)
01:48:29	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Mar%202024%2000:48:29%20GMT	https://coredgex.com/index5757.html?p=11	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/index57575757.html	(from https://coredgex.com/contact.php)
01:48:30	2405/2405	---M-Z	200	added ('OK')	application/json	date:Mon,%2004%20Sep%202023%2014:29:02%20GMT	https://coredgex.com/wp-json/oembed/1.0/embedc26f.json?url=https%3A%2F%2Fhttp://coredgex.com%2Fcontact%2F	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/oembed/1.0/embedc26f9757.json	(from https://coredgex.com/contact.php)
01:48:30	2779/2779	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Sep%202023%2014:29:04%20GMT	https://coredgex.com/wp-json/oembed/1.0/embed76ca?url=https%3A%2F%2Fhttp://coredgex.com%2Fcontact%2F&format=xml	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-json/oembed/1.0/embed76ca4769.html	(from https://coredgex.com/contact.php)
01:48:30	24614/24614	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min7e9d.js?ver=1.19.5	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min7e9d7e9d.js	(from https://coredgex.com/contact.php)
01:48:31	4020/4020	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.mincfa9.js?ver=1.1.2	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.mincfa9cfa9.js	(from https://coredgex.com/contact.php)
01:48:31	1713/1713	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/wpforms-lite/assets/lib/punycode.min8a54.js?ver=1.0.0	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/wpforms-lite/assets/lib/punycode.min8a548a54.js	(from https://coredgex.com/contact.php)
01:48:31	174/174	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Apr%202023%2012:24:11%20GMT	https://coredgex.com/wp-content/plugins/wpforms-lite/assets/js/utils.min9a21.js?ver=1.7.7.2	C:/Users/USER/Documents/Projects/farmfinance/coredgex.com/wp-content/plugins/wpforms-lite/assets/js/utils.min9a219a21.js	(from https://coredgex.com/contact.php)
